evp_s0,evp_R,evp_d,evp_n,evp_eta,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20
100,2000,1,15,10000.0,0.20000000000000195,2185.7,4203.0,6244.9,6809.0,6848.8,6867.7,6887.6,6905.8,6925.4,6944.7,6962.4,6981.3,6998.7,7017.2,7034.2,7052.5,7069.1,7087.0,7103.3,7120.9
100,2000,1,20,100.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,164.49,164.49,164.49,164.49,164.49,164.49,164.49,164.49,164.49,201.68,201.68,201.68,201.68,201.68,201.68
100,2000,1,20,1000.0,0.20000000000000195,892.49,911.23,931.34,949.72,969.44,987.47,1006.8,1024.5,1043.4,1062.2,1079.4,1097.8,1114.6,1132.7,1149.2,1166.9,1183.0,1200.4,1216.3,1233.3
100,2000,1,20,10000.0,0.20000000000000195,2185.7,4203.2,6383.7,7793.3,7926.6,7946.4,7966.5,7984.8,8004.4,8023.8,8041.6,8060.6,8078.0,8096.7,8113.8,8132.1,8148.9,8166.8,8183.2,8200.8
100,2000,5,1,1.0,0.20000000000000195,192.28,277.65,366.01,443.9,524.49,595.51,668.96,733.67,800.58,864.3,920.42,978.42,1029.5,1082.2,1128.7,1176.7,1218.9,1262.5,1300.9,1340.5
100,2000,5,1,10.0,0.20000000000000195,192.28,277.65,366.01,443.91,524.49,595.51,668.96,733.67,800.58,864.3,920.42,978.42,1029.5,1082.2,1128.7,1176.7,1218.9,1262.5,1300.9,1340.5
100,2000,5,1,100.0,0.20000000000000195,192.29,277.67,366.02,443.92,524.5,595.52,668.97,733.69,800.59,864.32,920.44,978.43,1029.5,1082.3,1128.7,1176.7,1218.9,1262.5,1300.9,1340.5
100,2000,5,1,1000.0,0.20000000000000195,192.41,277.79,366.15,444.04,524.63,595.65,669.1,733.81,800.72,864.44,920.56,978.56,1029.6,1082.4,1128.8,1176.8,1219.0,1262.6,1301.0,1340.6
100,2000,5,1,10000.0,0.20000000000000195,193.65,279.03,367.39,445.29,525.88,596.91,670.36,735.08,801.99,865.72,921.84,979.84,1030.9,1083.7,1130.1,1178.1,1220.3,1263.9,1302.3,1341.9
100,2000,5,5,1.0,0.0007968127490039841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.75,104.75,104.75,104.75,104.75,104.75,104.75,104.75,104.75,104.75
100,2000,5,5,10.0,0.0031872509960159364,0.0,0.0,104.9,104.9,104.9,104.9,104.9,114.85,114.85,114.85,114.85,114.85,122.47,122.47,122.47,122.47,122.47,130.0,130.0,130.0
100,2000,5,5,100.0,0.20000000000000195,211.45,296.87,385.27,463.21,543.83,614.89,688.38,753.13,820.07,883.83,939.98,998.01,1049.1,1101.9,1148.4,1196.4,1238.6,1282.2,1320.6,1360.3
100,2000,5,5,1000.0,0.20000000000000195,383.94,469.77,558.59,636.89,717.91,789.3,863.15,928.21,995.47,1059.5,1116.0,1174.3,1225.6,1278.7,1325.4,1373.6,1416.1,1459.9,1498.5,1538.3
100,2000,5,5,10000.0,0.20000000000000195,1889.3,2192.5,2289.4,2371.5,2456.5,2531.4,2608.8,2677.1,2747.7,2814.9,2874.2,2935.4,2989.3,3045.0,3094.1,3144.8,3189.4,3235.4,3276.0,3317.8
100,2000,5,10,100.0,0.20000000000000195,239.7,325.17,413.63,491.62,572.3,643.41,716.95,781.74,848.73,912.53,968.72,1026.8,1077.9,1130.7,1177.2,1225.3,1267.6,1311.2,1349.6,1389.3
100,2000,5,10,1000.0,0.20000000000000195,666.08,752.47,841.88,920.71,1002.3,1074.1,1148.5,1214.0,1281.7,1346.2,1403.0,1461.7,1513.4,1566.9,1613.9,1662.5,1705.2,1749.4,1788.2,1828.3
100,2000,5,10,10000.0,0.20000000000000195,2185.6,4142.3,5072.6,5199.1,5291.1,5371.2,5454.0,5527.0,5602.6,5674.5,5737.9,5803.4,5861.2,5920.8,5973.3,6027.6,6075.4,6124.8,6168.2,6213.1
100,2000,5,15,100.0,0.03187250996015936,179.59,200.37,215.89,230.83,245.62,260.3,274.87,289.34,303.7,317.95,332.1,346.15,360.1,373.94,387.69,401.33,414.88,428.32,441.67,454.91
100,2000,5,15,1000.0,0.20000000000000195,832.9,919.61,1009.4,1088.5,1170.3,1242.5,1317.1,1382.9,1450.8,1515.6,1572.6,1631.5,1683.4,1737.1,1784.3,1833.0,1875.9,1920.3,1959.3,1999.5
100,2000,5,15,10000.0,0.20000000000000195,2185.7,4203.0,6245.9,6851.1,6963.4,7046.7,7132.7,7208.5,7286.8,7361.5,7427.4,7495.4,7555.4,7617.3,7671.9,7728.3,7777.9,7829.2,7874.4,7921.0
100,2000,5,20,100.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,164.56,164.56,164.56,164.56,164.56,164.56,164.56,164.56,164.56,206.25,206.25,206.25,206.25,206.25,206.25
100,2000,5,20,1000.0,0.20000000000000195,937.18,1024.1,1114.0,1193.3,1275.4,1347.7,1422.5,1488.4,1556.5,1621.4,1678.6,1737.6,1789.7,1843.4,1890.7,1939.6,1982.6,2027.0,2066.1,2106.5
100,2000,5,20,10000.0,0.20000000000000195,2185.7,4203.2,6383.7,7805.1,8006.9,8092.9,8180.8,8258.4,8338.5,8415.0,8482.3,8551.9,8613.3,8676.7,8732.5,8790.3,8841.1,8893.6,8939.8,8987.5
100,2000,10,1,1.0,0.20000000000000195,273.29,427.68,581.22,711.19,840.17,949.13,1057.1,1148.1,1238.1,1319.9,1388.7,1456.6,1513.7,1570.0,1617.2,1663.8,1702.8,1741.2,1773.5,1805.2
100,2000,10,1,10.0,0.20000000000000195,273.3,427.68,581.23,711.19,840.18,949.13,1057.1,1148.1,1238.1,1319.9,1388.7,1456.6,1513.7,1570.0,1617.2,1663.8,1702.8,1741.3,1773.5,1805.2
100,2000,10,1,100.0,0.20000000000000195,273.31,427.69,581.24,711.2,840.19,949.14,1057.1,1148.1,1238.1,1319.9,1388.7,1456.6,1513.7,1570.0,1617.2,1663.8,1702.8,1741.3,1773.5,1805.2
100,2000,10,1,1000.0,0.20000000000000195,273.42,427.81,581.35,711.32,840.31,949.26,1057.2,1148.2,1238.2,1320.0,1388.8,1456.8,1513.8,1570.1,1617.4,1663.9,1703.0,1741.4,1773.6,1805.3
100,2000,10,1,10000.0,0.20000000000000195,274.56,428.97,582.53,712.51,841.51,950.48,1058.4,1149.4,1239.4,1321.3,1390.1,1458.0,1515.1,1571.4,1618.7,1665.2,1704.3,1742.7,1774.9,1806.6
100,2000,10,5,1.0,0.0007968127490039841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.48,107.48,107.48,107.48,107.48,107.48,107.48,107.48,107.48,107.48
100,2000,10,5,10.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,107.62,107.62,107.62,107.62,107.62,107.62,107.62,107.62,107.62,124.35,124.35,124.35,124.35,124.35,124.35
100,2000,10,5,100.0,0.20000000000000195,291.59,446.12,599.82,729.92,859.03,968.09,1076.1,1167.2,1257.3,1339.2,1408.1,1476.1,1533.3,1589.6,1636.9,1683.5,1722.6,1761.1,1793.3,1825.0
100,2000,10,5,1000.0,0.20000000000000195,456.16,612.04,767.1,898.36,1028.6,1138.7,1247.8,1339.7,1430.7,1513.3,1582.9,1651.6,1709.3,1766.2,1813.9,1861.0,1900.5,1939.3,1971.9,2003.9
100,2000,10,5,10000.0,0.20000000000000195,1894.2,2259.8,2432.4,2575.8,2718.4,2838.9,2958.5,3059.4,3159.3,3250.2,3326.7,3402.3,3465.9,3528.6,3581.3,3633.2,3676.8,3719.8,3755.8,3791.2
100,2000,10,10,100.0,0.20000000000000195,318.73,473.45,627.34,757.6,886.88,996.08,1104.3,1195.5,1285.7,1367.7,1436.7,1504.8,1562.0,1618.4,1665.8,1712.4,1751.6,1790.1,1822.4,1854.2
100,2000,10,10,1000.0,0.20000000000000195,726.94,884.74,1041.7,1174.7,1306.6,1418.1,1528.6,1621.8,1713.9,1797.7,1868.2,1937.8,1996.3,2054.0,2102.4,2150.1,2190.1,2229.6,2262.6,2295.1
100,2000,10,10,10000.0,0.20000000000000195,2185.6,4142.5,5110.1,5307.7,5470.2,5607.0,5742.9,5857.7,5971.6,6075.2,6162.6,6249.1,6321.8,6393.6,6454.0,6513.6,6563.6,6612.9,6654.3,6695.0
100,2000,10,15,100.0,0.01434262948207172,157.08,186.07,204.6,220.15,234.75,234.75,249.0,263.07,277.03,290.89,304.66,318.33,331.91,345.4,358.79,358.79,372.1,385.32,398.45,411.49
100,2000,10,15,1000.0,0.20000000000000195,887.33,1046.2,1204.3,1338.2,1471.1,1583.4,1694.6,1788.5,1881.3,1965.7,2036.8,2106.9,2165.8,2224.0,2272.8,2320.8,2361.2,2400.9,2434.2,2466.9
100,2000,10,15,10000.0,0.20000000000000195,2185.7,4203.0,6247.1,6899.1,7088.5,7235.4,7381.2,7504.5,7626.8,7738.2,7832.3,7925.3,8003.7,8081.1,8146.2,8210.5,8264.4,8317.7,8362.3,8406.3
100,2000,10,20,100.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,164.64,164.64,164.64,164.64,164.64,164.64,164.64,164.64,164.64,211.54,211.54,211.54,211.54,211.54,211.54
100,2000,10,20,1000.0,0.20000000000000195,987.67,1147.2,1306.0,1440.4,1573.9,1686.7,1798.4,1892.7,1986.0,2070.8,2142.1,2212.6,2271.8,2330.2,2379.2,2427.5,2468.0,2507.9,2541.4,2574.3
100,2000,10,20,10000.0,0.20000000000000195,2185.7,4203.2,6383.7,7818.9,8096.2,8250.1,8402.2,8530.9,8658.7,8775.2,8873.5,8970.8,9052.7,9133.7,9201.9,9269.2,9325.7,9381.4,9428.2,9474.3
100,2000,50,1,1.0,0.20000000000000195,695.13,1133.7,1475.7,1692.5,1848.1,1940.4,2003.5,2039.6,2063.8,2078.4,2086.6,2092.0,2095.0,2097.0,2098.2,2098.9,2099.3,2099.6,2099.7,2099.9
100,2000,50,1,10.0,0.20000000000000195,695.13,1133.7,1475.7,1692.5,1848.1,1940.4,2003.5,2039.7,2063.8,2078.4,2086.6,2092.0,2095.0,2097.0,2098.2,2098.9,2099.3,2099.6,2099.8,2099.9
100,2000,50,1,100.0,0.20000000000000195,695.14,1133.7,1475.7,1692.6,1848.1,1940.4,2003.5,2039.7,2063.9,2078.4,2086.6,2092.0,2095.0,2097.1,2098.2,2098.9,2099.3,2099.6,2099.8,2099.9
100,2000,50,1,1000.0,0.20000000000000195,695.22,1133.8,1475.8,1692.7,1848.3,1940.5,2003.6,2039.8,2064.0,2078.5,2086.7,2092.1,2095.2,2097.2,2098.3,2099.1,2099.5,2099.7,2099.9,2100.0
100,2000,50,1,10000.0,0.20000000000000195,695.97,1134.6,1476.8,1693.8,1849.5,1941.8,2004.9,2041.1,2065.3,2079.9,2088.1,2093.5,2096.5,2098.5,2099.7,2100.4,2100.8,2101.1,2101.2,2101.4
100,2000,50,5,10.0,0.004780876494023904,0.0,123.06,123.06,123.06,123.06,177.89,177.89,177.89,230.14,230.14,230.14,281.35,281.35,281.35,281.35,331.58,331.58,331.58,380.83,380.83
100,2000,50,5,100.0,0.20000000000000195,709.43,1149.4,1492.8,1710.6,1867.0,1959.7,2023.2,2059.5,2083.8,2098.5,2106.7,2112.2,2115.2,2117.2,2118.4,2119.1,2119.5,2119.8,2120.0,2120.1
100,2000,50,5,1000.0,0.20000000000000195,837.31,1290.6,1646.2,1872.9,2036.3,2133.5,2200.0,2238.3,2263.9,2279.2,2287.9,2293.7,2296.9,2299.0,2300.2,2301.0,2301.4,2301.7,2301.9,2302.0
100,2000,50,5,10000.0,0.20000000000000195,1927.0,2624.5,3115.7,3444.6,3692.3,3844.9,3952.2,4014.8,4057.2,4082.9,4097.5,4107.1,4112.5,4116.1,4118.1,4119.5,4120.2,4120.7,4121.0,4121.1
100,2000,50,10,10.0,0.0007968127490039841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.39,129.39,129.39,129.39,129.39,129.39,129.39,129.39,129.39,129.39
100,2000,50,10,100.0,0.20000000000000195,731.36,1173.3,1518.4,1737.5,1894.8,1988.2,2052.0,2088.7,2113.2,2127.9,2136.2,2141.7,2144.8,2146.8,2147.9,2148.7,2149.1,2149.4,2149.5,2149.6
100,2000,50,10,1000.0,0.20000000000000195,1052.9,1525.8,1899.6,2139.4,2313.1,2416.8,2488.0,2529.0,2556.4,2573.0,2582.3,2588.4,2591.9,2594.2,2595.5,2596.3,2596.8,2597.1,2597.3,2597.4
100,2000,50,10,10000.0,0.20000000000000195,2185.6,4144.4,5326.7,5857.2,6270.9,6541.4,6740.8,6861.5,6945.3,6997.0,7026.5,7046.2,7057.4,7064.7,7068.9,7071.6,7073.1,7074.2,7074.7,7075.1
100,2000,50,15,100.0,0.20000000000000195,752.48,1196.4,1543.4,1763.8,1922.2,2016.3,2080.6,2117.5,2142.2,2157.1,2165.5,2171.0,2174.1,2176.1,2177.3,2178.1,2178.5,2178.8,2178.9,2179.0
100,2000,50,15,1000.0,0.20000000000000195,1181.1,1665.2,2049.4,2296.8,2476.4,2583.9,2657.9,2700.5,2729.0,2746.2,2755.9,2762.3,2765.9,2768.3,2769.6,2770.5,2771.0,2771.3,2771.5,2771.6
100,2000,50,15,10000.0,0.20000000000000195,2185.7,4203.0,6255.8,7168.7,7704.7,8063.4,8336.6,8506.5,8626.7,8701.9,8745.3,8774.4,8790.9,8801.9,8808.0,8812.1,8814.4,8815.9,8816.8,8817.3
100,2000,50,20,100.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,165.18,165.18,165.18,165.18,165.18,165.18,165.18,165.18,165.18,241.94,241.94,241.94,241.94,241.94,241.94
100,2000,50,20,1000.0,0.20000000000000195,1261.3,1752.4,2143.0,2395.1,2578.4,2688.3,2764.0,2807.6,2836.8,2854.4,2864.3,2870.9,2874.6,2877.0,2878.4,2879.3,2879.8,2880.1,2880.3,2880.5
100,2000,50,20,10000.0,0.20000000000000195,2185.7,4203.2,6383.7,7904.6,8561.9,8982.3,9309.3,9516.6,9665.3,9759.3,9813.9,9850.8,9871.7,9885.6,9893.5,9898.7,9901.6,9903.5,9904.6,9905.3
100,2000,100,1,1.0,0.16015936254980168,789.42,1334.9,1691.6,1897.1,2003.8,2055.6,2079.7,2090.8,2095.9,2098.3,2099.2,2099.6,2099.8,2099.9,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0
100,2000,100,1,10.0,0.1649402390438257,789.42,1378.7,1718.1,1911.4,2017.4,2062.0,2082.7,2092.8,2096.7,2098.6,2099.4,2099.7,2099.9,2099.9,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0
100,2000,100,1,100.0,0.20000000000000195,973.84,1535.2,1865.6,2003.8,2064.9,2086.4,2095.2,2098.1,2099.4,2099.8,2099.9,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0
100,2000,100,1,1000.0,0.20000000000000195,973.89,1535.3,1865.7,2003.9,2065.0,2086.5,2095.3,2098.3,2099.5,2099.9,2100.1,2100.1,2100.1,2100.1,2100.1,2100.1,2100.1,2100.1,2100.1,2100.1
100,2000,100,1,10000.0,0.20000000000000195,974.46,1536.1,1866.8,2005.2,2066.3,2087.8,2096.6,2099.6,2100.8,2101.3,2101.4,2101.5,2101.5,2101.5,2101.5,2101.5,2101.5,2101.5,2101.5,2101.5
100,2000,100,5,1.0,0.0007968127490039841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.87,133.87,133.87,133.87,133.87,133.87,133.87,133.87,133.87,133.87
100,2000,100,5,10.0,0.011155378486055781,133.92,133.92,215.44,294.0,370.74,370.74,445.66,518.73,518.73,589.92,659.22,659.22,726.6,792.05,855.54,855.54,917.07,976.62,976.62,1034.2
100,2000,100,5,100.0,0.20000000000000195,985.89,1550.4,1883.4,2022.9,2084.7,2106.4,2115.3,2118.3,2119.5,2120.0,2120.1,2120.2,2120.2,2120.2,2120.2,2120.2,2120.2,2120.2,2120.2,2120.2
100,2000,100,5,1000.0,0.20000000000000195,1092.8,1685.3,2042.4,2194.8,2262.8,2286.8,2296.7,2300.0,2301.4,2301.9,2302.0,2302.1,2302.1,2302.1,2302.1,2302.1,2302.1,2302.1,2302.1,2302.1
100,2000,100,5,10000.0,0.20000000000000195,1956.9,2876.8,3510.1,3841.1,4012.1,4077.8,4105.7,4115.3,4119.2,4120.6,4121.1,4121.3,4121.4,4121.4,4121.4,4121.4,4121.4,4121.4,4121.4,4121.4
100,2000,100,10,100.0,0.20000000000000195,1004.8,1573.4,1909.8,2051.2,2113.7,2135.8,2144.8,2147.9,2149.1,2149.5,2149.7,2149.8,2149.8,2149.8,2149.8,2149.8,2149.8,2149.8,2149.8,2149.8
100,2000,100,10,1000.0,0.20000000000000195,1274.8,1909.1,2302.5,2474.4,2552.2,2579.9,2591.3,2595.1,2596.7,2597.3,2597.4,2597.5,2597.5,2597.6,2597.6,2597.6,2597.6,2597.6,2597.6,2597.6
100,2000,100,10,10000.0,0.20000000000000195,2185.6,4146.6,5488.4,6204.2,6677.4,6902.0,7010.0,7049.8,7066.4,7072.4,7074.4,7075.2,7075.5,7075.6,7075.6,7075.6,7075.7,7075.7,7075.7,7075.7
100,2000,100,15,100.0,0.20000000000000195,1022.9,1595.7,1935.7,2079.0,2142.5,2164.9,2174.1,2177.2,2178.5,2178.9,2179.1,2179.1,2179.2,2179.2,2179.2,2179.2,2179.2,2179.2,2179.2,2179.2
100,2000,100,15,1000.0,0.20000000000000195,1382.4,2040.7,2455.4,2639.0,2722.7,2752.7,2765.0,2769.2,2770.9,2771.5,2771.7,2771.8,2771.8,2771.8,2771.8,2771.8,2771.8,2771.8,2771.8,2771.8
100,2000,100,15,10000.0,0.20000000000000195,2185.7,4203.0,6264.7,7363.3,8078.0,8468.2,8678.7,8761.9,8797.8,8810.9,8815.3,8817.1,8817.8,8818.0,8818.1,8818.1,8818.1,8818.1,8818.1,8818.1
100,2000,100,20,10.0,0.0007968127490039841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.15,140.15,140.15,140.15,140.15,140.15,140.15,140.15,140.15,140.15
100,2000,100,20,100.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,165.62,165.62,165.62,165.62,165.62,165.62,165.62,165.62,165.62,263.77,263.77,263.77,263.77,263.77,263.77
100,2000,100,20,1000.0,0.20000000000000195,1449.5,2122.4,2550.5,2741.6,2829.2,2860.6,2873.5,2877.9,2879.7,2880.3,2880.5,2880.6,2880.6,2880.6,2880.6,2880.6,2880.6,2880.6,2880.6,2880.6
100,2000,100,20,10000.0,0.20000000000000195,2185.7,4203.2,6383.8,7974.7,8868.7,9386.2,9689.6,9817.1,9873.6,9894.6,9901.8,9904.7,9905.7,9906.1,9906.3,9906.3,9906.3,9906.3,9906.3,9906.3
200,1,0.01,1,1.0,0.0023904382470119525,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200,1,0.01,1,10.0,0.00398406374501992,0.0,0.0,168.13,168.13,168.13,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200,1,0.01,1,100.0,0.15458167330677364,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02
200,1,0.01,1,1000.0,0.20000000000000195,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15
200,1,0.01,1,10000.0,0.20000000000000195,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5
200,1,0.01,5,1.0,0.0007968127490039842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13
200,1,0.01,5,10.0,0.0023904382470119525,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,203.55,203.55,203.55,203.55,203.55,203.55,203.55,204.46,204.46,204.46,204.46
200,1,0.01,5,100.0,0.20000000000000195,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22
200,1,0.01,5,1000.0,0.20000000000000195,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.14
200,1,0.01,5,10000.0,0.20000000000000195,1939.8,2216.1,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4
200,1,0.01,10,1.0,0.0007968127490039842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13
200,1,0.01,10,10.0,0.0007968127490039842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13
200,1,0.01,10,100.0,0.20000000000000195,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79
200,1,0.01,10,1000.0,0.20000000000000195,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57
200,1,0.01,10,10000.0,0.20000000000000195,2185.6,4155.4,5123.5,5174.0,5175.6,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7
200,1,0.01,15,1.0,0.0007968127490039842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13
200,1,0.01,15,10.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,209.57,209.57,209.57,209.57,209.57,209.57
200,1,0.01,15,100.0,0.20000000000000195,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17,279.17
200,1,0.01,15,1000.0,0.20000000000000195,871.81,871.81,871.81,871.81,871.81,871.81,871.81,871.81,871.81,871.81,871.81,871.81,871.81,871.81,871.81,871.81,871.82,871.82,871.82,871.82
200,1,0.01,15,10000.0,0.20000000000000195,2185.7,4203.0,6272.4,6893.8,6917.7,6918.1,6918.1,6918.1,6918.1,6918.1,6918.1,6918.1,6918.1,6918.1,6918.1,6918.1,6918.1,6918.1,6918.1,6918.1
200,1,0.01,20,1.0,0.0007968127490039842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13
200,1,0.01,20,10.0,0.0007968127490039842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13
200,1,0.01,20,100.0,0.0023904382470119525,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,274.26,274.26,274.26,274.26,274.26,274.26,274.26,304.7,304.7,304.7,304.7
200,1,0.01,20,1000.0,0.20000000000000195,980.63,980.63,980.64,980.64,980.64,980.64,980.64,980.64,980.64,980.64,980.64,980.64,980.64,980.64,980.64,980.64,980.64,980.64,980.64,980.64
200,1,0.01,20,10000.0,0.20000000000000195,2185.7,4203.2,6385.2,7865.9,8004.8,8006.3,8006.3,8006.3,8006.3,8006.3,8006.3,8006.3,8006.3,8006.3,8006.3,8006.3,8006.3,8006.3,8006.3,8006.3
200,1,0.05,1,1.0,0.0023904382470119525,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200,1,0.05,1,10.0,0.0023904382470119525,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
200,1,0.05,1,100.0,0.04462151394422312,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02,200.02
200,1,0.05,1,1000.0,0.20000000000000195,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.15,200.16,200.16,200.16,200.16,200.16,200.16,200.16,200.16,200.16,200.16
200,1,0.05,1,10000.0,0.20000000000000195,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.5,201.51,201.51,201.51,201.51,201.51,201.51,201.51,201.51,201.51,201.51
200,1,0.05,5,1.0,0.0007968127490039842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13
200,1,0.05,5,10.0,0.0023904382470119525,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,203.55,203.55,203.55,203.55,203.55,203.55,203.55,204.46,204.46,204.46,204.46
200,1,0.05,5,100.0,0.20000000000000195,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.22,220.23
200,1,0.05,5,1000.0,0.20000000000000195,402.14,402.14,402.14,402.14,402.14,402.14,402.14,402.15,402.15,402.15,402.15,402.15,402.15,402.15,402.15,402.15,402.15,402.15,402.15,402.15
200,1,0.05,5,10000.0,0.20000000000000195,1939.8,2216.1,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4,2221.4
200,1,0.05,10,1.0,0.0007968127490039842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13
200,1,0.05,10,10.0,0.0007968127490039842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13
200,1,0.05,10,100.0,0.20000000000000195,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.79,249.8
200,1,0.05,10,1000.0,0.20000000000000195,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.57,697.58
200,1,0.05,10,10000.0,0.20000000000000195,2185.6,4155.4,5123.5,5174.0,5175.6,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7,5175.7
200,1,0.05,15,1.0,0.0007968127490039842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13
